0.004798425082693458,0.20577942977111918,0.03521044696940068
0.08436443552711237,0.46622171466527984,0.6876560334830757
0.9125198352017645,0.9024169427632379,0.7878308447326888
0.6577528308873932,0.5937278083931449,0.008428427488991641
0.21186291443454675,0.7104673405546507,0.05419842034631739
0.40759080569626993,0.9571971749883177,0.9777725781485623
0.05753641758245209,0.32818098556410913,0.55518001426092
0.7514857689781789,0.6936755641235375,0.2361734297571766
0.13706867941306877,0.6122886130005433,0.3199819787941537
0.020991454321762082,0.5146386791582828,0.5968914159851441
